32 0.0994921 0.0984144
48 0.469017 0.527276
64 0.869286 0.776037
96 0.939972 1.01871
128 1.25204 1.32609
192 5.36173 3.25032
256 2.50254 2.53497
384 3.76903 4.5686
512 5.04095 5.39497
768 8.0016 8.95674
1024 27.4151 24.1603
