32 7914.92 5735.03
48 12477.3 12538.3
64 15980 15580.3
96 23949.1 23540.7
128 31546.5 31386.7
192 31032.8 30580.8
256 41710.8 40845
384 61880.6 61689.1
512 81012.7 80617.6
768 118876 116454
1024 148116 134699
1536 334276 323654
2048 374098 368139
3072 356505 351890
4096 435977 423980
6144 648580 622576
8192 741895 726752
12288 1.06275e+06 1.03426e+06
16384 1.34444e+06 1.31286e+06
24576 1.83595e+06 1.82144e+06
32768 2.1602e+06 2.1199e+06
49152 2.39474e+06 2.30116e+06
